timestamp,event_type,topic,detail
2026-05-03T23:44:29.838434,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":725,""suhu"":26.56,""t1"":552,""t2"":450,""t3"":272,""t4"":233,""t5"":128,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826669946}"
2026-05-03T23:44:35.143378,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.09,""ec"":720,""suhu"":26.56,""t1"":552,""t2"":450,""t3"":272,""t4"":233,""t5"":128,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826674246}"
2026-05-03T23:44:40.442616,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.11,""ec"":720,""suhu"":26.56,""t1"":552,""t2"":450,""t3"":272,""t4"":233,""t5"":128,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826680546}"
2026-05-03T23:44:45.741531,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.10,""ec"":720,""suhu"":26.56,""t1"":552,""t2"":450,""t3"":273,""t4"":233,""t5"":129,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826685846}"
2026-05-03T23:44:51.056393,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":725,""suhu"":26.56,""t1"":552,""t2"":450,""t3"":272,""t4"":233,""t5"":128,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826690146}"
2026-05-03T23:44:56.345626,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.09,""ec"":725,""suhu"":26.56,""t1"":552,""t2"":450,""t3"":272,""t4"":232,""t5"":128,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826695447}"
2026-05-03T23:45:01.648925,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.10,""ec"":720,""suhu"":26.56,""t1"":552,""t2"":449,""t3"":272,""t4"":232,""t5"":129,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826701746}"
2026-05-03T23:45:07.082960,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":714,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":233,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826706186}"
2026-05-03T23:45:12.243531,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.10,""ec"":725,""suhu"":26.56,""t1"":552,""t2"":450,""t3"":272,""t4"":233,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826711346}"
2026-05-03T23:45:17.542989,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.09,""ec"":725,""suhu"":26.56,""t1"":552,""t2"":450,""t3"":272,""t4"":233,""t5"":103,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826716646}"
2026-05-03T23:45:22.861245,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.12,""ec"":714,""suhu"":26.56,""t1"":552,""t2"":450,""t3"":272,""t4"":233,""t5"":128,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826721947}"
2026-05-03T23:45:28.143629,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.07,""ec"":725,""suhu"":26.56,""t1"":552,""t2"":450,""t3"":272,""t4"":233,""t5"":128,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826727246}"
2026-05-03T23:45:33.451876,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.07,""ec"":725,""suhu"":26.56,""t1"":552,""t2"":450,""t3"":272,""t4"":233,""t5"":107,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826732546}"
2026-05-03T23:45:38.747179,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.10,""ec"":719,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":233,""t5"":129,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826737846}"
2026-05-03T23:45:44.043422,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.14,""ec"":719,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":232,""t5"":129,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826743146}"
2026-05-03T23:45:49.343849,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.12,""ec"":714,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":232,""t5"":124,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826748445}"
2026-05-03T23:45:54.644427,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.10,""ec"":714,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":232,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826753746}"
2026-05-03T23:45:59.945884,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.09,""ec"":708,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":232,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826759046}"
2026-05-03T23:46:05.249120,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":720,""suhu"":26.56,""t1"":552,""t2"":450,""t3"":272,""t4"":232,""t5"":103,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826764346}"
2026-05-03T23:46:10.677259,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.06,""ec"":714,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":233,""t5"":103,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826770776}"
2026-05-03T23:46:15.847072,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.07,""ec"":714,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":233,""t5"":128,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826775947}"
2026-05-03T23:46:21.145438,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.09,""ec"":714,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":273,""t4"":233,""t5"":129,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826780246}"
2026-05-03T23:46:26.441735,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":709,""suhu"":26.56,""t1"":552,""t2"":450,""t3"":272,""t4"":232,""t5"":148,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826785546}"
2026-05-03T23:46:31.746476,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.10,""ec"":714,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":233,""t5"":128,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826791846}"
2026-05-03T23:46:37.045893,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":708,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":273,""t4"":232,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826796146}"
2026-05-03T23:46:37.050986,SEND_ACTION,hidroponik/action,6:826797
2026-05-03T23:46:40.794575,RECV_STATUS,hidroponik/status,"{""status"":""DONE"",""tx"":""826797"",""ts"":1777826800137}"
2026-05-03T23:46:42.346456,RECV_SENSOR,hidroponik/sensor,"{""ph"":5.95,""ec"":725,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":247,""t5"":117,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826801446}"
2026-05-03T23:46:47.653524,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.02,""ec"":752,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":247,""t5"":118,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826807746}"
2026-05-03T23:46:52.947481,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.03,""ec"":797,""suhu"":26.56,""t1"":552,""t2"":450,""t3"":272,""t4"":247,""t5"":143,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826812046}"
2026-05-03T23:46:58.245364,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.09,""ec"":813,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777826817346}"
2026-05-03T23:47:03.547879,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.07,""ec"":846,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":247,""t5"":118,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826823646}"
2026-05-03T23:47:08.849379,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.06,""ec"":835,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826828946}"
2026-05-03T23:47:14.269760,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":841,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826834368}"
2026-05-03T23:47:19.448068,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.05,""ec"":846,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826839546}"
2026-05-03T23:47:24.750778,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":841,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826844846}"
2026-05-03T23:47:30.047891,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.03,""ec"":841,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777826849146}"
2026-05-03T23:47:35.350613,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":835,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":117,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826855446}"
2026-05-03T23:47:40.649170,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.06,""ec"":846,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826860746}"
2026-05-03T23:47:45.951940,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.06,""ec"":841,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826865046}"
2026-05-03T23:47:51.253620,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.06,""ec"":841,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":97,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777826871346}"
2026-05-03T23:47:56.551828,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":835,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":118,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826876647}"
2026-05-03T23:48:01.846981,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.03,""ec"":857,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":98,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777826881946}"
2026-05-03T23:48:07.153530,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.06,""ec"":841,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777826887246}"
2026-05-03T23:48:12.446792,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.05,""ec"":841,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":117,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826892546}"
2026-05-03T23:48:17.815454,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.04,""ec"":846,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":117,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777826897906}"
2026-05-03T23:48:23.057213,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":846,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777826902147}"
2026-05-03T23:48:28.349883,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.09,""ec"":852,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":247,""t5"":118,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777826907446}"
2026-05-03T23:48:33.647648,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":841,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777826912746}"
2026-05-03T23:48:38.958422,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.07,""ec"":830,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826918046}"
2026-05-03T23:48:44.252464,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.05,""ec"":841,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":118,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826923346}"
2026-05-03T23:48:49.551428,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.11,""ec"":841,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":98,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826928645}"
2026-05-03T23:48:54.852759,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.05,""ec"":834,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777826934946}"
2026-05-03T23:49:00.150867,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.09,""ec"":835,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826939246}"
2026-05-03T23:49:05.450100,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.14,""ec"":841,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":117,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826944546}"
2026-05-03T23:49:10.751823,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.10,""ec"":841,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":247,""t5"":97,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826950846}"
2026-05-03T23:49:16.050350,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.07,""ec"":846,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":247,""t5"":98,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777826955145}"
2026-05-03T23:49:21.446883,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.09,""ec"":835,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":117,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826961539}"
2026-05-03T23:49:26.652710,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.07,""ec"":841,""suhu"":26.62,""t1"":552,""t2"":451,""t3"":272,""t4"":246,""t5"":98,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826966746}"
2026-05-03T23:49:31.949812,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.04,""ec"":834,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":247,""t5"":117,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777826971046}"
2026-05-03T23:49:37.250181,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.07,""ec"":829,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":247,""t5"":98,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777826976346}"
2026-05-03T23:49:42.548533,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.05,""ec"":841,""suhu"":26.62,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":98,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826982646}"
2026-05-03T23:49:47.859206,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.06,""ec"":840,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826987946}"
2026-05-03T23:49:53.152331,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.07,""ec"":851,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":98,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826992246}"
2026-05-03T23:49:58.451984,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.07,""ec"":851,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":97,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777826998546}"
2026-05-03T23:50:03.753441,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.05,""ec"":851,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777827003846}"
2026-05-03T23:50:09.054529,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.06,""ec"":834,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":98,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827008146}"
2026-05-03T23:50:14.354433,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":840,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":118,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827013446}"
2026-05-03T23:50:19.661321,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.07,""ec"":834,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":98,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827019746}"
2026-05-03T23:50:25.050652,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.09,""ec"":840,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":247,""t5"":97,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777827024136}"
2026-05-03T23:50:30.254615,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.10,""ec"":840,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":117,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777827029346}"
2026-05-03T23:50:35.555028,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":845,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":98,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777827034646}"
2026-05-03T23:50:40.858338,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.09,""ec"":840,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827039946}"
2026-05-03T23:50:46.153840,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":851,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":98,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777827045246}"
2026-05-03T23:50:51.453975,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":834,""suhu"":26.69,""t1"":552,""t2"":451,""t3"":272,""t4"":246,""t5"":122,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827050546}"
2026-05-03T23:50:56.756087,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.09,""ec"":845,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":247,""t5"":98,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827055846}"
2026-05-03T23:51:02.052008,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.05,""ec"":840,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":247,""t5"":98,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827061146}"
2026-05-03T23:51:07.354347,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.09,""ec"":845,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":98,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827066446}"
2026-05-03T23:51:12.653471,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.06,""ec"":829,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":123,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777827071746}"
2026-05-03T23:51:17.955560,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.06,""ec"":834,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827077046}"
2026-05-03T23:51:23.255306,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.07,""ec"":851,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":273,""t4"":247,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827082347}"
2026-05-03T23:51:28.605960,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":845,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":123,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777827088696}"
2026-05-03T23:51:33.860268,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":834,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827093946}"
2026-05-03T23:51:39.155616,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.12,""ec"":845,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":118,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777827098246}"
2026-05-03T23:51:44.461196,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.07,""ec"":845,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":273,""t4"":247,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827103546}"
2026-05-03T23:51:49.753556,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":834,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":98,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827109845}"
2026-05-03T23:51:55.056844,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":840,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":123,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777827114146}"
2026-05-03T23:52:00.353588,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":840,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827119446}"
2026-05-03T23:52:05.659735,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.09,""ec"":845,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":123,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777827125746}"
2026-05-03T23:52:10.955957,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":834,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827130046}"
2026-05-03T23:52:16.261045,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.07,""ec"":834,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":271,""t4"":247,""t5"":123,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777827135345}"
2026-05-03T23:52:21.559135,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":834,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827141646}"
2026-05-03T23:52:26.860016,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.05,""ec"":845,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827146946}"
2026-05-03T23:52:32.331264,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":840,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":97,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827152416}"
2026-05-03T23:52:37.457341,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":834,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":123,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777827157546}"
2026-05-03T23:52:42.761676,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.05,""ec"":845,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":123,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777827162846}"
2026-05-03T23:52:48.059482,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.09,""ec"":845,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":272,""t4"":246,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827167146}"
2026-05-03T23:52:53.364387,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.07,""ec"":856,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827173446}"
2026-05-03T23:52:58.660071,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":851,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":271,""t4"":246,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827178746}"
2026-05-03T23:53:03.962227,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.04,""ec"":829,""suhu"":26.69,""t1"":552,""t2"":450,""t3"":273,""t4"":246,""t5"":123,""box"":15.94,""flow"":0.00,""total"":0.036,""timestamp"":1777827183046}"
2026-05-03T23:53:09.258859,RECV_SENSOR,hidroponik/sensor,"{""ph"":6.08,""ec"":839,""suhu"":26.75,""t1"":552,""t2"":450,""t3"":273,""t4"":247,""t5"":143,""box"":14.80,""flow"":0.00,""total"":0.036,""timestamp"":1777827189346}"
